Format Version,1.1,Take Name,Take 2021-09-15 03.19.26 PM,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2021-09-15 03.19.26.638 PM,Total Frames,4065,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker_2,Marker_2,Marker_2,Marker_1,Marker_1,Marker_1,Marker_3,Marker_3,Marker_3
,,"8392B20CF49E35702804","8392B20CF49E35702804","8392B20CF49E35702804","8392B20CF49E35702806","8392B20CF49E35702806","8392B20CF49E35702806","8392B20CF49E35702811","8392B20CF49E35702811","8392B20CF49E35702811"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
2108,21.080000,-0.358290,1.030822,1.095494,-0.363713,1.166602,1.053380,-0.277902,0.909130,1.093489
2109,21.090000,-0.358586,1.031045,1.095724,-0.364210,1.166782,1.053465,-0.276083,0.911032,1.093977
2110,21.100000,-0.358842,1.031246,1.095950,-0.364741,1.166980,1.053530,-0.273964,0.912969,1.094545
2111,21.110000,-0.359179,1.031475,1.096234,-0.365172,1.167135,1.053590,-0.272699,0.915033,1.095010
2112,21.120000,-0.359550,1.031748,1.096567,-0.365636,1.167335,1.053662,-0.271352,0.917027,1.095418
2113,21.130000,-0.359855,1.031997,1.096802,-0.365984,1.167503,1.053698,-0.269673,0.919219,1.095783
2114,21.140000,-0.360179,1.032223,1.097055,-0.366353,1.167675,1.053766,-0.266968,0.921401,1.096442
2115,21.150000,-0.360441,1.032444,1.097289,-0.366698,1.167874,1.053808,-0.264604,0.923622,1.097113
2116,21.160000,-0.360811,1.032790,1.097598,-0.367127,1.168109,1.053876,-0.262418,0.925921,1.097466
2117,21.170000,-0.361095,1.033048,1.097862,-0.367509,1.168336,1.053963,-0.260769,0.928184,1.097872
2118,21.180000,-0.361343,1.033297,1.098110,-0.367876,1.168579,1.054004,-0.259226,0.930453,1.098168
2119,21.190000,-0.361589,1.033570,1.098363,-0.368248,1.168842,1.054082,-0.257804,0.932777,1.098533
2120,21.200000,-0.362002,1.033942,1.098652,-0.368520,1.169112,1.054106,-0.256438,0.935121,1.098850
2121,21.210000,-0.362277,1.034223,1.098842,-0.368766,1.169340,1.054139,-0.255008,0.937447,1.099158
2122,21.220000,-0.362599,1.034493,1.099044,-0.368968,1.169563,1.054157,-0.253680,0.939840,1.099432
2123,21.230000,-0.362906,1.034711,1.099203,-0.369222,1.169774,1.054200,-0.252688,0.942315,1.099670
2124,21.240000,-0.363264,1.034949,1.099362,-0.369424,1.169957,1.054226,-0.251397,0.944661,1.099873
2125,21.250000,-0.363578,1.035170,1.099495,-0.369830,1.170165,1.054219,-0.250314,0.947091,1.100024
2126,21.260000,-0.363922,1.035383,1.099593,-0.370132,1.170320,1.054212,-0.249382,0.949432,1.100074
2127,21.270000,-0.364186,1.035560,1.099689,-0.370442,1.170501,1.054226,-0.248617,0.951560,1.100196
2128,21.280000,-0.364514,1.035760,1.099793,-0.370741,1.170645,1.054204,-0.248164,0.953529,1.100209
2129,21.290000,-0.364868,1.035986,1.099861,-0.370980,1.170816,1.054161,-0.248667,0.955508,1.100234
2130,21.300000,-0.365316,1.036254,1.099976,-0.371296,1.170960,1.054134,-0.247624,0.957582,1.100481
2131,21.310000,-0.365660,1.036407,1.100072,-0.371495,1.171114,1.054149,-0.244274,0.961586,1.100906
2132,21.320000,-0.366082,1.036530,1.100102,-0.371768,1.171258,1.054118,-0.245045,0.963469,1.100623
2133,21.330000,-0.366618,1.036654,1.100137,-0.372001,1.171410,1.054079,-0.244732,0.965704,1.100533
2134,21.340000,-0.367120,1.036727,1.100165,-0.372274,1.171534,1.054057,-0.244097,0.968052,1.100313
2135,21.350000,-0.367641,1.036815,1.100158,-0.372514,1.171626,1.054048,-0.243852,0.970220,1.100057
2136,21.360000,-0.369483,1.037045,1.099851,-0.372839,1.171717,1.053993,-0.243432,0.972434,1.099679
2137,21.370000,-0.369331,1.036866,1.099934,-0.373179,1.171800,1.054019,-0.243240,0.974699,1.099407
2138,21.380000,-0.369881,1.036860,1.099865,-0.373540,1.171833,1.053987,-0.243050,0.976745,1.099012
2139,21.390000,-0.370469,1.036889,1.099743,-0.373964,1.171892,1.054021,-0.242881,0.978967,1.098582
2140,21.400000,-0.371020,1.036828,1.099600,-0.374261,1.171895,1.053968,-0.242915,0.981014,1.098288
2141,21.410000,-0.371672,1.036796,1.099444,-0.374683,1.171911,1.053871,-0.243131,0.983231,1.097925
2142,21.420000,-0.372364,1.036746,1.099318,-0.375039,1.171935,1.053814,-0.243194,0.985350,1.097490
2143,21.430000,-0.372966,1.036700,1.099196,-0.375385,1.171942,1.053747,-0.243547,0.987551,1.097020
2144,21.440000,-0.375335,1.036950,1.098721,-0.375742,1.171964,1.053684,-0.243769,0.989852,1.096428
2145,21.450000,-0.376147,1.036932,1.098503,-0.376069,1.171997,1.053591,-0.243980,0.992009,1.095852
2146,21.460000,-0.375993,1.036622,1.098405,-0.376477,1.172042,1.053533,-0.244044,0.994306,1.095266
2147,21.470000,-0.376687,1.036587,1.098212,-0.376979,1.172100,1.053461,-0.244653,0.996542,1.094907
2148,21.480000,-0.377344,1.036645,1.098097,-0.377377,1.172194,1.053415,-0.245098,0.998844,1.094671
2149,21.490000,-0.377986,1.036661,1.097973,-0.377809,1.172304,1.053375,-0.245617,1.001103,1.094330
2150,21.500000,-0.380255,1.037086,1.097619,-0.378142,1.172444,1.053380,-0.246204,1.003216,1.093855
2151,21.510000,-0.381095,1.037167,1.097452,-0.378394,1.172595,1.053366,-0.246671,1.005368,1.093347
2152,21.520000,-0.381943,1.037318,1.097411,-0.378621,1.172743,1.053353,-0.247250,1.007589,1.092917
2153,21.530000,-0.382698,1.037481,1.097368,-0.378928,1.172928,1.053330,-0.247741,1.009734,1.092453
2154,21.540000,-0.382568,1.037548,1.097600,-0.379231,1.173114,1.053313,-0.248318,1.011860,1.092114
2155,21.550000,-0.383152,1.037796,1.097585,-0.379584,1.173338,1.053301,-0.248908,1.013836,1.091848
2156,21.560000,-0.383754,1.038050,1.097628,-0.380070,1.173606,1.053318,-0.249772,1.015865,1.091767
2157,21.570000,-0.384334,1.038358,1.097683,-0.380667,1.173931,1.053329,-0.250618,1.017753,1.091749
2158,21.580000,-0.386093,1.038828,1.097404,-0.381087,1.174254,1.053376,-0.251251,1.019678,1.091654
2159,21.590000,-0.386759,1.039192,1.097460,-0.381201,1.174555,1.053408,-0.251537,1.021480,1.091252
2160,21.600000,-0.387332,1.039590,1.097571,-0.381667,1.174930,1.053431,-0.252387,1.023373,1.091297
2161,21.610000,-0.387878,1.039988,1.097695,-0.381891,1.175293,1.053444,-0.252540,1.025204,1.090910
2162,21.620000,-0.388363,1.040430,1.097882,-0.382175,1.175727,1.053493,-0.253301,1.026905,1.090898
2163,21.630000,-0.388764,1.040855,1.098088,-0.382493,1.176125,1.053484,-0.253800,1.028623,1.090815
2164,21.640000,-0.389162,1.041334,1.098224,-0.382702,1.176521,1.053523,-0.254483,1.030249,1.090755
2165,21.650000,-0.389531,1.041802,1.098354,-0.382871,1.176921,1.053555,-0.254879,1.031750,1.090427
2166,21.660000,-0.389859,1.042272,1.098502,-0.383029,1.177331,1.053611,-0.255297,1.033292,1.090346
2167,21.670000,-0.390271,1.042749,1.098633,-0.383071,1.177710,1.053641,-0.255702,1.034572,1.090031
2168,21.680000,-0.390536,1.043131,1.098792,-0.383041,1.178041,1.053694,-0.256096,1.035952,1.089926
2169,21.690000,-0.390787,1.043450,1.098949,-0.383214,1.178368,1.053705,-0.255398,1.037892,1.089105
2170,21.700000,-0.390917,1.043718,1.099074,-0.383292,1.178642,1.053746,-0.255712,1.038707,1.088725
2171,21.710000,-0.391146,1.043979,1.099166,-0.383552,1.178928,1.053752,-0.256097,1.039776,1.088698
2172,21.720000,-0.391333,1.044243,1.099253,-0.383799,1.179201,1.053718,-0.256218,1.040745,1.088587
2173,21.730000,-0.391735,1.044511,1.099337,-0.383813,1.179439,1.053727,-0.256470,1.041554,1.088396
2174,21.740000,-0.391621,1.044876,1.099276,-0.383970,1.179638,1.053675,-0.256700,1.042270,1.088271
2175,21.750000,-0.391673,1.045045,1.099339,-0.384124,1.179804,1.053663,-0.256811,1.042842,1.087986
2176,21.760000,-0.391637,1.045133,1.099368,-0.384242,1.179930,1.053655,-0.257032,1.043579,1.087708
2177,21.770000,-0.391680,1.045245,1.099374,-0.384393,1.180050,1.053647,-0.257273,1.044179,1.087504
2178,21.780000,-0.391754,1.045289,1.099302,-0.384485,1.180119,1.053616,-0.257430,1.044543,1.087306
2179,21.790000,-0.391883,1.045322,1.099254,-0.384646,1.180161,1.053571,-0.257667,1.044852,1.087196
2180,21.800000,-0.391984,1.045259,1.099141,-0.384841,1.180160,1.053508,-0.257785,1.045050,1.087032
2181,21.810000,-0.392117,1.045179,1.098999,-0.384930,1.180129,1.053472,-0.257684,1.045213,1.086936
2182,21.820000,-0.392222,1.045074,1.098753,-0.385117,1.180076,1.053429,-0.257653,1.045265,1.086832
2183,21.830000,-0.392264,1.044930,1.098603,-0.385270,1.180014,1.053395,-0.257688,1.045306,1.086799
2184,21.840000,-0.392276,1.044820,1.098461,-0.385348,1.179916,1.053329,-0.257579,1.045255,1.086782
2185,21.850000,-0.392198,1.044710,1.098314,-0.385367,1.179827,1.053279,-0.257557,1.045139,1.086714
2186,21.860000,-0.392110,1.044616,1.098226,-0.385275,1.179704,1.053249,-0.257469,1.044909,1.086735
2187,21.870000,-0.392004,1.044495,1.098167,-0.385188,1.179568,1.053230,-0.257284,1.044621,1.086744
2188,21.880000,-0.391861,1.044377,1.098138,-0.385047,1.179425,1.053269,-0.256979,1.044168,1.086814
2189,21.890000,-0.391582,1.044247,1.098191,-0.384792,1.179296,1.053342,-0.256818,1.043796,1.086881
2190,21.900000,-0.391043,1.043756,1.098482,-0.384232,1.178897,1.053610,-0.255867,1.042125,1.086826
2191,21.910000,-0.390827,1.043613,1.098573,-0.383974,1.178795,1.053706,-0.255682,1.041797,1.086858
2192,21.920000,-0.390568,1.043642,1.098593,-0.383814,1.178804,1.053708,-0.255733,1.042003,1.086899
2193,21.930000,-0.389947,1.043494,1.098738,-0.383451,1.178629,1.053790,-0.255253,1.041402,1.086863
2194,21.940000,-0.389575,1.043347,1.098823,-0.383008,1.178407,1.053875,-0.254812,1.040735,1.086837
2195,21.950000,-0.389336,1.043223,1.098883,-0.382659,1.178202,1.053897,-0.254473,1.039739,1.086787
2196,21.960000,-0.389127,1.043066,1.098933,-0.382330,1.177993,1.053977,-0.254175,1.038899,1.086893
2197,21.970000,-0.388932,1.042903,1.098957,-0.381841,1.177752,1.054021,-0.253694,1.037908,1.086758
2198,21.980000,-0.388671,1.042676,1.099015,-0.381276,1.177498,1.054099,-0.252959,1.035883,1.087362
2199,21.990000,-0.388107,1.042237,1.099031,-0.380566,1.177210,1.054183,-0.252774,1.034366,1.087366
2200,22.000000,-0.387821,1.041946,1.099036,-0.379816,1.176874,1.054261,-0.252563,1.033098,1.087266
2201,22.010000,-0.387565,1.041652,1.098999,-0.379150,1.176561,1.054276,-0.252249,1.031852,1.087245
2202,22.020000,-0.386382,1.041299,1.099280,-0.378596,1.176264,1.054299,-0.251928,1.030583,1.087211
2203,22.030000,-0.386127,1.040975,1.099221,-0.378069,1.175952,1.054290,-0.251799,1.029401,1.087134
2204,22.040000,-0.385582,1.040532,1.099113,-0.377478,1.175646,1.054289,-0.251493,1.028308,1.087095
2205,22.050000,-0.385322,1.040272,1.099073,-0.377051,1.175394,1.054263,-0.251184,1.026921,1.086985
2206,22.060000,-0.385080,1.040029,1.099068,-0.376624,1.175151,1.054246,-0.250984,1.025224,1.087062
2207,22.070000,-0.384521,1.039646,1.098998,-0.376038,1.174891,1.054277,-0.250674,1.023307,1.087010
2208,22.080000,-0.384298,1.039435,1.098989,-0.375485,1.174654,1.054297,-0.250536,1.021094,1.087218
2209,22.090000,-0.384018,1.039191,1.098993,-0.374889,1.174392,1.054375,-0.250324,1.018875,1.087246
2210,22.100000,-0.383737,1.038943,1.099033,-0.374317,1.174123,1.054458,-0.250114,1.016487,1.087436
2211,22.110000,-0.383474,1.038721,1.099078,-0.373788,1.173873,1.054561,-0.249923,1.014251,1.087502
2212,22.120000,-0.383132,1.038535,1.099146,-0.373237,1.173638,1.054634,-0.249619,1.011755,1.087606
2213,22.130000,-0.382743,1.038348,1.099225,-0.372801,1.173460,1.054698,-0.249489,1.009441,1.087820
2214,22.140000,-0.381563,1.038153,1.099476,-0.372329,1.173290,1.054750,-0.249313,1.006981,1.087990
2215,22.150000,-0.381110,1.037983,1.099537,-0.371816,1.173097,1.054807,-0.249011,1.004631,1.088096
2216,22.160000,-0.380484,1.037724,1.099546,-0.371304,1.172911,1.054844,-0.248911,1.002296,1.088351
2217,22.170000,-0.379973,1.037593,1.099599,-0.370783,1.172762,1.054895,-0.248650,0.999924,1.088398
2218,22.180000,-0.379533,1.037477,1.099632,-0.370199,1.172628,1.054897,-0.248597,0.997659,1.088665
2219,22.190000,-0.379091,1.037410,1.099660,-0.369600,1.172502,1.054911,-0.248581,0.995170,1.088810
2220,22.200000,-0.378656,1.037351,1.099658,-0.369076,1.172425,1.054893,-0.249815,0.993012,1.088611
2221,22.210000,-0.378182,1.037265,1.099646,-0.368632,1.172308,1.054874,-0.249954,0.990459,1.088757
2222,22.220000,-0.377716,1.037131,1.099635,-0.368039,1.172161,1.054885,-0.249965,0.988117,1.088702
2223,22.230000,-0.377214,1.036980,1.099602,-0.367548,1.172002,1.054888,-0.249964,0.985762,1.088907
2224,22.240000,-0.376623,1.036852,1.099505,-0.366815,1.171854,1.054812,-0.250074,0.983377,1.088919
2225,22.250000,-0.376173,1.036713,1.099423,-0.366289,1.171708,1.054796,-0.250472,0.981129,1.089105
2226,22.260000,-0.375474,1.036559,1.099349,-0.365736,1.171591,1.054688,-0.250601,0.978914,1.089046
2227,22.270000,-0.374819,1.036313,1.099214,-0.365256,1.171446,1.054601,-0.251111,0.976723,1.089156
2228,22.280000,-0.374406,1.036148,1.099099,-0.364701,1.171319,1.054528,-0.251377,0.974415,1.089046
2229,22.290000,-0.374056,1.035959,1.098950,-0.364236,1.171137,1.054441,-0.251961,0.972100,1.089077
2230,22.300000,-0.373645,1.035709,1.098784,-0.363629,1.170908,1.054389,-0.252101,0.969613,1.088770
2231,22.310000,-0.373309,1.035487,1.098574,-0.363267,1.170712,1.054339,-0.252784,0.967374,1.088843
2232,22.320000,-0.372986,1.035277,1.098379,-0.362942,1.170517,1.054245,-0.253006,0.964657,1.088513
2233,22.330000,-0.372644,1.035069,1.098202,-0.362642,1.170290,1.054139,-0.253459,0.962373,1.088495
2234,22.340000,-0.372275,1.034807,1.098028,-0.362184,1.170057,1.054037,-0.253960,0.960241,1.088483
2235,22.350000,-0.371948,1.034602,1.097832,-0.361867,1.169889,1.053928,-0.254099,0.957493,1.087763
2236,22.360000,-0.371651,1.034429,1.097723,-0.361521,1.169667,1.053837,-0.255105,0.955614,1.087986
2237,22.370000,-0.371385,1.034257,1.097607,-0.361229,1.169517,1.053771,-0.256100,0.953815,1.088172
2238,22.380000,-0.370774,1.034050,1.097517,-0.360781,1.169333,1.053732,-0.256787,0.952122,1.088576
2239,22.390000,-0.370574,1.033875,1.097394,-0.360396,1.169163,1.053689,-0.257412,0.950464,1.088811
2240,22.400000,-0.370379,1.033756,1.097305,-0.360123,1.169050,1.053656,-0.258234,0.948481,1.088911
2241,22.410000,-0.370224,1.033616,1.097192,-0.359867,1.168933,1.053626,-0.259114,0.946809,1.088989
2242,22.420000,-0.370106,1.033507,1.097102,-0.358977,1.168700,1.053642,-0.260187,0.944909,1.089026
2243,22.430000,-0.369999,1.033419,1.097025,-0.358528,1.168634,1.053600,-0.261395,0.943081,1.089149
2244,22.440000,-0.369869,1.033327,1.096976,-0.358346,1.168557,1.053573,-0.262584,0.941259,1.089086
2245,22.450000,-0.369733,1.033244,1.096926,-0.358060,1.168463,1.053555,-0.264096,0.939319,1.088993
2246,22.460000,-0.369661,1.033152,1.096880,-0.357817,1.168393,1.053562,-0.265667,0.937615,1.089058
2247,22.470000,-0.369646,1.033080,1.096807,-0.357854,1.168364,1.053612,-0.267464,0.936026,1.089053
2248,22.480000,-0.369809,1.032950,1.096652,-0.357625,1.168284,1.053552,-0.268769,0.934318,1.089182
2249,22.490000,-0.369796,1.032895,1.096608,-0.357444,1.168226,1.053525,-0.270040,0.932878,1.089191
2250,22.500000,-0.369776,1.032821,1.096548,-0.357367,1.168182,1.053551,-0.271333,0.931362,1.089138
2251,22.510000,-0.369748,1.032786,1.096487,-0.357138,1.168123,1.053537,-0.272341,0.929862,1.089115
2252,22.520000,-0.369627,1.032726,1.096435,-0.356901,1.168072,1.053526,-0.273362,0.928343,1.089122
2253,22.530000,-0.369502,1.032679,1.096381,-0.356662,1.167992,1.053545,-0.274092,0.926842,1.089061
2254,22.540000,-0.369312,1.032607,1.096339,-0.356512,1.167917,1.053551,-0.275013,0.925391,1.089111
2255,22.550000,-0.368893,1.032576,1.096388,-0.356406,1.167877,1.053524,-0.275898,0.924076,1.089304
2256,22.560000,-0.368589,1.032507,1.096374,-0.356272,1.167820,1.053515,-0.277008,0.922608,1.089230
2257,22.570000,-0.368183,1.032395,1.096313,-0.356108,1.167775,1.053481,-0.277867,0.921246,1.089314
2258,22.580000,-0.367749,1.032326,1.096318,-0.355739,1.167692,1.053424,-0.278885,0.919811,1.089427
2259,22.590000,-0.367283,1.032264,1.096309,-0.355468,1.167661,1.053387,-0.279783,0.918573,1.089684
2260,22.600000,-0.366786,1.032160,1.096280,-0.354908,1.167584,1.053374,-0.280756,0.917090,1.089568
2261,22.610000,-0.366337,1.032113,1.096234,-0.354542,1.167551,1.053372,-0.281733,0.915655,1.089466
2262,22.620000,-0.364981,1.031871,1.095993,-0.353682,1.167509,1.053274,-0.282724,0.914358,1.089386
2263,22.630000,-0.363299,1.031694,1.095813,-0.353276,1.167472,1.053254,-0.283706,0.913055,1.089277
2264,22.640000,-0.362402,1.031644,1.095737,-0.352564,1.167422,1.053256,-0.284560,0.911728,1.089274
2265,22.650000,-0.361497,1.031595,1.095643,-0.351985,1.167409,1.053224,-0.285336,0.910529,1.089301
2266,22.660000,-0.360716,1.031650,1.095530,-0.351067,1.167380,1.053114,-0.286013,0.909263,1.089106
2267,22.670000,-0.359951,1.031686,1.095521,-0.350258,1.167356,1.053023,-0.286840,0.908032,1.089029
2268,22.680000,-0.358948,1.031621,1.095341,-0.349547,1.167292,1.052931,-0.287732,0.906833,1.088972
2269,22.690000,-0.357813,1.031512,1.095226,-0.348824,1.167195,1.052890,-0.288619,0.905655,1.088951
2270,22.700000,-0.356972,1.031413,1.095076,-0.348206,1.167142,1.052828,-0.289531,0.904400,1.089004
2271,22.710000,-0.355827,1.031263,1.094895,-0.347527,1.167045,1.052773,-0.290473,0.903066,1.089057
2272,22.720000,-0.354962,1.031170,1.094740,-0.346568,1.166942,1.052702,-0.291640,0.901832,1.089068
2273,22.730000,-0.354160,1.031068,1.094559,-0.345626,1.166838,1.052547,-0.292931,0.900713,1.088887
2274,22.740000,-0.353377,1.030928,1.094353,-0.344939,1.166736,1.052447,-0.294098,0.899553,1.088888
2275,22.750000,-0.352756,1.030818,1.094145,-0.344355,1.166633,1.052338,-0.295271,0.898479,1.088859
2276,22.760000,-0.352275,1.030740,1.094042,-0.343693,1.166544,1.052199,-0.296516,0.897401,1.088750
2277,22.770000,-0.351714,1.030605,1.093846,-0.343062,1.166438,1.052089,-0.297911,0.896425,1.088688
2278,22.780000,-0.351018,1.030420,1.093523,-0.342468,1.166331,1.051945,-0.299265,0.895469,1.088384
2279,22.790000,-0.350413,1.030281,1.093259,-0.342111,1.166226,1.051907,-0.300523,0.894594,1.088391
2280,22.800000,-0.349774,1.030082,1.093001,-0.341661,1.166098,1.051910,-0.301962,0.893705,1.088317
2281,22.810000,-0.349403,1.029957,1.092815,-0.341225,1.166012,1.051902,-0.303440,0.892810,1.088104
2282,22.820000,-0.349093,1.029851,1.092629,-0.340886,1.165982,1.051910,-0.304967,0.892071,1.087966
2283,22.830000,-0.348943,1.029829,1.092498,-0.340827,1.166034,1.051960,-0.306700,0.891346,1.087825
2284,22.840000,-0.348862,1.029786,1.092319,-0.340482,1.166000,1.051851,-0.308251,0.890674,1.087536
2285,22.850000,-0.348883,1.029712,1.092111,-0.340350,1.165991,1.051826,-0.309738,0.890227,1.087456
2286,22.860000,-0.348888,1.029609,1.091778,-0.340342,1.166017,1.051815,-0.311528,0.889641,1.087315
2287,22.870000,-0.349056,1.029543,1.091579,-0.340352,1.165983,1.051782,-0.313182,0.889023,1.086693
2288,22.880000,-0.349214,1.029439,1.091346,-0.340378,1.165972,1.051814,-0.314757,0.888416,1.086432
2289,22.890000,-0.349392,1.029350,1.091102,-0.340339,1.165921,1.051799,-0.316404,0.887745,1.086038
2290,22.900000,-0.349652,1.029255,1.090898,-0.340333,1.165897,1.051871,-0.317944,0.887219,1.085680
2291,22.910000,-0.349658,1.029096,1.090623,-0.339921,1.165699,1.051767,-0.319480,0.886716,1.085336
2292,22.920000,-0.349640,1.028923,1.090330,-0.339731,1.165596,1.051662,-0.321137,0.886296,1.085149
2293,22.930000,-0.349588,1.028732,1.089989,-0.339371,1.165404,1.051536,-0.322641,0.885956,1.084947
2294,22.940000,-0.349381,1.028504,1.089586,-0.339116,1.165242,1.051428,-0.324000,0.885572,1.084359
2295,22.950000,-0.349118,1.028262,1.089128,-0.338801,1.165067,1.051273,-0.325385,0.885142,1.083830
2296,22.960000,-0.349007,1.028070,1.088768,-0.338598,1.164918,1.051187,-0.326588,0.884587,1.083303
2297,22.970000,-0.348812,1.027877,1.088316,-0.338277,1.164781,1.051111,-0.327770,0.884094,1.082568
2298,22.980000,-0.348726,1.027745,1.087942,-0.337880,1.164669,1.050960,-0.329166,0.883715,1.081940
2299,22.990000,-0.348944,1.027624,1.087612,-0.337614,1.164575,1.050807,-0.330609,0.883326,1.081422
2300,23.000000,-0.349113,1.027468,1.087254,-0.337279,1.164468,1.050673,-0.331964,0.882996,1.080771
2301,23.010000,-0.349342,1.027371,1.087054,-0.337334,1.164424,1.050561,-0.333332,0.882744,1.080317
2302,23.020000,-0.349834,1.027223,1.086886,-0.337243,1.164273,1.050373,-0.334772,0.882507,1.080047
2303,23.030000,-0.350208,1.027092,1.086580,-0.337370,1.164142,1.050251,-0.336250,0.882150,1.079493
2304,23.040000,-0.350888,1.026970,1.086388,-0.337477,1.163994,1.050104,-0.337824,0.881888,1.079166
2305,23.050000,-0.351318,1.026733,1.085976,-0.337753,1.163858,1.050018,-0.339311,0.881613,1.078856
2306,23.060000,-0.351694,1.026510,1.085563,-0.338105,1.163738,1.050015,-0.340599,0.881386,1.078447
2307,23.070000,-0.352133,1.026315,1.085250,-0.338369,1.163615,1.049961,-0.341841,0.881180,1.078211
2308,23.080000,-0.352617,1.026175,1.085087,-0.338756,1.163498,1.049981,-0.343098,0.880965,1.078119
2309,23.090000,-0.353288,1.026052,1.084874,-0.339021,1.163403,1.049991,-0.344284,0.880761,1.077874
2310,23.100000,-0.353764,1.025998,1.084719,-0.339239,1.163279,1.049952,-0.345341,0.880579,1.077627
2311,23.110000,-0.354230,1.025935,1.084688,-0.339457,1.163227,1.049964,-0.346287,0.880442,1.077457
2312,23.120000,-0.354883,1.025935,1.084743,-0.339642,1.163120,1.049960,-0.347162,0.880445,1.077736
2313,23.130000,-0.355400,1.025844,1.084779,-0.339738,1.163031,1.049919,-0.348015,0.880442,1.077717
2314,23.140000,-0.355884,1.025807,1.084812,-0.340034,1.163014,1.050045,-0.348766,0.880385,1.077703
2315,23.150000,-0.356308,1.025752,1.084779,-0.340171,1.162949,1.050004,-0.349606,0.880298,1.077562
2316,23.160000,-0.356800,1.025740,1.084831,-0.340441,1.162929,1.050126,-0.350295,0.880241,1.077580
2317,23.170000,-0.357228,1.025696,1.084851,-0.340768,1.162919,1.050262,-0.350978,0.880182,1.077668
2318,23.180000,-0.357703,1.025700,1.084911,-0.341067,1.162906,1.050371,-0.351587,0.880172,1.077788
2319,23.190000,-0.358107,1.025682,1.084955,-0.341355,1.162866,1.050411,-0.352052,0.880168,1.077930
